INC;Código;Descrição;Quantidade;Valor Total LÌquido;% Lucratividade;Lucro;
F;123946;ENERGY MONSTER ABSOL ZERO LT 473ML;208;1.869,92;11,66;218,06;
T;11252;AGUA SANIT DRAGAO 1L ;207;618,93;30,41;188,2;
F;20491;MR. DIN TORTINHA DE LIMAO ;207;806,93;30,15;243,26;
F;118396;MAC CUP NOODLES GAL CAIP 69G ;207;1.001,43;24,96;249,97;
F;117737;DETERG YPE CAPIM LIMAO 500ML ;207;589,03;22,03;129,74;
F;121152;SUCO PRONTO DEL VALLE UVA PET 1L ;207;882,43;14,73;130,03;
T;103457;DETERG YPE CLEAR 500ML ;206;586,04;20,09;117,71;
F;15487;REFRI SPRITE ORIGINAL PET 2L ;206;1.736,94;11,46;199,02;
T;106117;GUAR DE PAPEL PETALAS 20X23CM 50UN ;205;305,45;35,65;108,9;
F;12489;POLPA DE TAPEREBA DE 100G ;204;673,96;23,99;161,7;
F;20497;MR. DIN TAPIOCA ;203;791,47;31,55;249,72;
F;107183;SALGADINHO FANDANGOS PRES 45G ;203;582,77;28,09;163,7;
F;12773;AMENDOIM S/PELE MANIX 40G ;201;702,49;24,76;173,93;
F;115517;AMENDOIM DORI CONF 70G ;200;741,16;29,51;218,75;
F;22283;REFRI TETE LIMAO 1,5L ;200;798;27,41;218,71;
F;22334;REFR PO FRISCO MAR/IOGURT 25G ;200;183,67;13,97;25,66;
F;101734;REFRI FANTA LARANJA 500ML ;200;850;10,47;89,01;
F;24171;PAO DE FORMA REAL MADRID ;199;1.473,09;29,75;438,29;
F;108131;BISC RECH OREO CHOC FAM 90G ;199;863,01;27,66;238,75;
F;105547;VELA RUBI 21G ;199;1.251,71;27,15;339,82;
F;18263;BISC RENATA WAFER BRIG 115G ;199;460,11;22,97;105,68;
F;109237;ENERG MONSTER ULTRA 473ML ;199;1.728,01;9,39;162,19;
F;103238;AGUA OXI ALYNE VOL 30 100ML ;198;496,02;40,69;201,83;
F;108109;SUCO PRONTO JANDAIA CAJU 200ML ;198;338,02;34,37;116,19;
F;22834;BISC AMORI RECH ESCURETO 71,2G ;198;448,12;27,89;124,98;
F;106242;ISQUEIRO BIC MINI UN ;198;852,52;26,05;222,06;
F;124389;AVEIA QUAKER FLOCOS 165G ;198;1.074,22;20,16;216,52;
F;12526;LEITE INTEGRAL NINHO 1L ;197;2.231,03;19,68;439,02;
F;24411;REFR PO TANG ABACAXI 18G;197;195,03;16,97;33,09;
F;123986;FEIJAO DONA DE CARIOCA 500G ;196;928,04;14,73;136,71;
F;12176;BOLO FORMIGUEIRO ;195,1;4.438,83;48,88;2.169,70;
F;21476;SABAO EM PO FLORAL JAPIIM 500G ;195;518,05;31,7;164,23;
F;20484;REFRI REGENTE 350ML ;195;388,05;15,37;59,64;
T;13640;BIFE DE PANELA ESP KG ;194,55;8.553,79;19,73;1.687,67;
F;25000;COST RETALHO SUI CONG SADIA KG ;194,41;3.098,68;28,82;893,12;
F;11387;KINDER JOY C/SURP M 20GR ;194;1.492,22;25,32;377,8;
F;101123;BISC WAFER NESTLE NEGRESCO 110G ;194;745,56;23,29;173,62;
F;10505;BONOBON MOR/CR ;193;191,07;33,79;64,57;
F;107213;MOLHO PIM GOTA MARATA 150ML ;193;480,57;30,35;145,84;
F;21931;BISC ARCOR PASSION CHOCO 80G ;193;574,07;26,38;151,41;
F;101210;MARGARINA QUALY C/SAL 500G ;193;2.502,81;24,32;608,76;
F;122968;BATATA PRINGLES CR CEB 120G ;193;2.843,07;21,5;611,36;
T;22474;REFRI GUARANA TETE 1,5L ;193;652,07;20,93;136,47;
F;111657;COLORAU DUBOM 200G ;193;589,78;20,67;121,88;
F;107075;REPOLHO ROXO KG;192,01;1.781,84;32,15;572,89;
T;121080;SABAO BARRA GUAMA 200G ;192;475,08;29,08;138,15;
F;100089;FAR TRIG TRIGOLAR S/FERM 1KG ;192;1.342,08;26,75;358,97;
T;24848;AGUA SANITARIA BRANMIX 1L ;192;376,68;26,26;98,92;
F;110874;SABAO LIQ BRINORT CONC SUP CLE BLUE 2L ;191;2.299,09;29,03;667,49;
F;112840;SAB ALBANY HID INT AME AZL 85G ;191;459,37;27,52;126,43;
F;21860;DROPS HALLS BASE UVA VERDE 28G ;190;283,1;40,92;115,83;
F;112838;SAB ALBANY HOM MENTOL 85G ;190;453,3;33,78;153,12;
F;101717;REFRI TAUA AMAZONIA 2L ;190;962,1;29,84;287,06;
F;18782;BISC RECH CHOC VISCONTI 125G ;190;456,1;26,46;120,7;
F;24409;REFR PO TANG MORANGO 18G;190;188,1;16,78;31,56;
F;18594;TAPIOCA SIMPLES;189;755,84;36,51;275,93;
F;12697;TAXA 1;189;945;36,38;343,74;
F;13953;MIST LACT CONDENSADA CREMOR 395G ;189;835,81;10,68;89,26;
T;101225;QJ PRATO SADIA 200G ;188;2.838,12;24,31;690,01;
F;116753;BISC BAUDUCCO COOKIES CHOC 100G ;188;1.270,82;24,31;308,93;
F;116240;BISC RECH HILEIA KICKS BRIG 130G ;188;532,62;12,08;64,32;
F;100598;CHOC BARRA LACTA AO LEITE 90G ;187;1.487,93;29,01;431,67;
F;101786;CUPIM BOV KG;186,76;6.964,58;29,48;2.053,30;
F;121628;AGUA MIN PURISSIMA S/GAS 370ML ;186;266,14;38,65;102,87;
T;117076;CHOC BARRA LAKA DIAMANTE NEGRO 90G ;186;1.420,34;28,46;404,29;
F;121031;BISC RECH RENATA DIVERTIX BRIG 112G ;186;388,14;26,86;104,24;
F;22564;PANO DE CHAO FLANELADO 38X58 ;186;1.114,14;26,56;295,93;
F;101930;LING CALABRESA NOBRE KG ;185,41;4.548,80;31,63;1.438,78;
T;100595;CHOC BARRA LAKA LACTA 90G ;185;1.417,15;27,72;392,88;
F;115514;AMENDOIM DORI PETTIZ CROC NAT 50G ;184;673,66;29,04;195,63;
F;18264;BISC RENATA WAFER MOR 115G ;184;473,36;26,61;125,97;
